,Site_Name,Hrs_On,Oil_(BBL),Gas_(MCF),Water_(BBL),Tubing_(PSI),Casing_(PSI,Remarks,Date
9,SEA WASP 2H,24:00:00,34.66,88.0,43.33,90.0,80.0,,2019-03-06
10,STINGRAY 2H,24:00:00,33.43,26.0,40.0,280.0,90.0,,2019-03-06
11,THORNY DEVIL 1H,1:00,0.0,2.0,0.0,280.0,250.0,Shut In for Frac,2019-03-06
12,THORNY DEVIL 2H,1:00,4.84,21.0,5.0,140.0,300.0,Shut In for Frac,2019-03-06
13,THORNY DEVIL 3H,24:00:00,26.81,4.0,33.0,150.0,75.0,,2019-03-06
14,WOMBAT 2H,24:00:00,0.01,4.0,120.0,220.0,80.0,,2019-03-06
0,CROC 1H,24:00:00,26.61,28.0,20.0,240.0,70.0,,2019-03-05
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in- frac,2019-03-05
2,GOANNA 1H,0:00,0.0,0.0,0.0,2700.0,20.0,shut in - frac,2019-03-05
3,GREAT WHITE 1H,24:00:00,113.34,107.0,2.0,180.0,680.0,,2019-03-05
4,GREAT WHITE 2H,24:00:00,120.0,67.0,13.0,200.0,680.0,,2019-03-05
5,JAVELINA 1H,24:00:00,30.01,19.0,11.0,200.0,70.0,,2019-03-05
6,MANTA 1H,0:00,0.0,0.0,0.0,60.0,250.0,shut in - frac,2019-03-05
7,REEF 3H,0:00,0.0,0.0,0.0,200.0,460.0,offset frac,2019-03-05
8,RIDGEBACK 1H,24:00:00,23.1,6.0,5.0,120.0,60.0,,2019-03-05
9,SEA WASP 2H,18:00,26.73,82.0,35.0,90.0,80.0,,2019-03-05
10,STINGRAY 2H,24:00:00,26.73,49.0,30.0,280.0,90.0,,2019-03-05
11,THORNY DEVIL 1H,24:00:00,11.42,48.0,0.0,100.0,460.0,Hit by FRAC. Shut in.,2019-03-05
12,THORNY DEVIL 2H,24:00:00,3.31,56.0,30.0,120.0,460.0,Hit by FRAC. Shut in.,2019-03-05
13,THORNY DEVIL 3H,24:00:00,31.76,30.0,60.0,150.0,75.0,Tub/CSg normal,2019-03-05
14,WOMBAT 2H,24:00:00,31.05,4.0,140.0,220.0,80.0,transfered oil from swt to ot1,2019-03-05
0,CROC 1H,24:00:00,34.94,25.0,27.0,240.0,70.0,,2019-03-04
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in- frac,2019-03-04
2,GOANNA 1H,0:00,0.0,0.0,0.0,2700.0,2150.0,shut in - frac,2019-03-04
3,GREAT WHITE 1H,2:00,30.0,83.0,2.0,120.0,600.0,Comp Down(unknown cause). BOL.,2019-03-04
4,GREAT WHITE 2H,2:00,27.74,57.0,7.0,110.0,560.0,Comp Down(unknown cause). BOL.,2019-03-04
5,JAVELINA 1H,24:00:00,33.35,19.0,15.0,200.0,70.0,,2019-03-04
6,MANTA 1H,0:00,0.0,0.0,0.0,60.0,250.0,shut in - frac,2019-03-04
7,REEF 3H,0:00,0.0,0.0,0.0,200.0,460.0,offset frac.,2019-03-04
8,RIDGEBACK 1H,24:00:00,21.72,7.0,10.0,120.0,60.0,,2019-03-04
9,SEA WASP 2H,24:00:00,31.73,102.0,40.0,90.0,80.0,,2019-03-04
10,STINGRAY 2H,24:00:00,40.2,34.0,40.0,280.0,90.0,,2019-03-04
11,THORNY DEVIL 1H,24:00:00,140.1,199.0,42.0,110.0,500.0,"injection rate was high readjusted, lowered",2019-03-04
12,THORNY DEVIL 2H,24:00:00,87.13,185.0,48.0,140.0,610.0,"injection rate was high readjusted, lowered",2019-03-04
13,THORNY DEVIL 3H,24:00:00,31.76,4.0,8.0,150.0,70.0,,2019-03-04
14,WOMBAT 2H,24:00:00,15.04,4.0,94.0,220.0,80.0,,2019-03-04
0,CROC 1H,24:00:00,32.56,21.0,32.0,240.0,70.0,,2019-03-03
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut iin - frac,2019-03-03
2,GOANNA 1H,0:00,0.0,0.0,0.0,2600.0,2100.0,shut in - frac,2019-03-03
3,GREAT WHITE 1H,20:00,104.78,172.0,48.0,120.0,550.0,Comp Down(unknown cause). BOL.,2019-03-03
4,GREAT WHITE 2H,20:00,115.01,119.0,48.0,100.0,570.0,Comp Down(unknown cause). BOL.,2019-03-03
5,JAVELINA 1H,24:00:00,33.34,21.0,16.0,200.0,70.0,,2019-03-03
6,MANTA 1H,0:00,0.0,0.0,0.0,60.0,250.0,shut in - frac,2019-03-03
7,REEF 3H,0:00,0.0,0.0,0.0,200.0,400.0,offset frac.,2019-03-03
8,RIDGEBACK 1H,24:00:00,23.39,8.0,4.0,120.0,60.0,,2019-03-03
9,SEA WASP 2H,24:00:00,33.41,104.0,41.67,90.0,80.0,,2019-03-03
10,STINGRAY 2H,24:00:00,31.73,28.0,38.0,280.0,90.0,,2019-03-03
11,THORNY DEVIL 1H,24:00:00,139.61,212.0,50.0,110.0,500.0,,2019-03-03
12,THORNY DEVIL 2H,24:00:00,94.65,196.0,50.0,140.0,610.0,,2019-03-03
13,THORNY DEVIL 3H,24:00:00,35.1,56.0,10.0,150.0,70.0,,2019-03-03
14,WOMBAT 2H,24:00:00,10.03,4.0,82.0,20.0,20.0,,2019-03-03
0,CROC 1H,24:00:00,31.6,26.0,20.0,240.0,70.0,,2019-03-02
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in - frac,2019-03-02
2,GOANNA 1H,0:00,0.0,0.0,0.0,2500.0,1800.0,shut in - frac,2019-03-02
3,GREAT WHITE 1H,24:00:00,159.33,190.0,78.0,150.0,650.0,,2019-03-02
4,GREAT WHITE 2H,24:00:00,110.34,123.0,63.0,230.0,650.0,,2019-03-02
5,JAVELINA 1H,24:00:00,30.56,18.0,9.0,200.0,70.0,,2019-03-02
6,MANTA 1H,0:00,0.0,0.0,0.0,60.0,250.0,shut in - frac,2019-03-02
7,REEF 3H,0:00,0.0,0.0,0.0,200.0,400.0,offset frac.,2019-03-02
8,RIDGEBACK 1H,24:00:00,25.07,8.0,2.0,120.0,60.0,,2019-03-02
9,SEA WASP 2H,24:00:00,35.08,94.0,50.0,90.0,80.0,,2019-03-02
10,STINGRAY 2H,24:00:00,36.75,24.0,38.0,280.0,90.0,,2019-03-02
11,THORNY DEVIL 1H,24:00:00,144.18,211.0,47.0,110.0,500.0,,2019-03-02
12,THORNY DEVIL 2H,24:00:00,91.33,191.0,52.0,140.0,610.0,,2019-03-02
13,THORNY DEVIL 3H,24:00:00,33.43,4.0,8.0,150.0,70.0,,2019-03-02
14,WOMBAT 2H,24:00:00,5.02,6.0,154.0,20.0,20.0,hot oiled casing and flowline,2019-03-02
0,CROC 1H,24:00:00,34.93,23.0,20.0,240.0,70.0,,2019-03-01
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in - frac,2019-03-01
2,GOANNA 1H,0:00,0.0,0.0,0.0,2200.0,1600.0,shut in - frac,2019-03-01
3,GREAT WHITE 1H,24:00:00,146.01,184.0,60.0,160.0,650.0,,2019-03-01
4,GREAT WHITE 2H,24:00:00,100.94,115.0,45.0,170.0,650.0,Plunger hung in lubricator. BOL.,2019-03-01
5,JAVELINA 1H,24:00:00,30.87,14.0,10.0,200.0,70.0,,2019-03-01
6,MANTA 1H,0:00,0.0,0.0,0.0,60.0,250.0,shut in - frac,2019-03-01
7,REEF 3H,0:00,1.81,0.0,0.0,200.0,400.0,offset frac.,2019-03-01
8,RIDGEBACK 1H,24:00:00,25.06,8.0,2.0,120.0,60.0,,2019-03-01
9,SEA WASP 2H,24:00:00,36.15,82.0,48.33,130.0,80.0,,2019-03-01
10,STINGRAY 2H,24:00:00,36.76,26.0,43.0,280.0,90.0,,2019-03-01
11,THORNY DEVIL 1H,24:00:00,146.21,227.0,53.0,110.0,500.0,,2019-03-01
12,THORNY DEVIL 2H,24:00:00,95.79,204.0,58.0,140.0,610.0,,2019-03-01
13,THORNY DEVIL 3H,24:00:00,31.75,4.0,10.0,150.0,70.0,,2019-03-01
14,WOMBAT 2H,24:00:00,13.37,7.0,78.0,20.0,20.0,,2019-03-01
0,CROC 1H,24:00:00,38.37,27.0,20.0,240.0,70.0,,2019-02-28
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in - frac,2019-02-28
2,GOANNA 1H,0:00,0.0,0.0,0.0,2100.0,1500.0,shut on -frac,2019-02-28
3,GREAT WHITE 1H,24:00:00,161.67,197.0,105.0,140.0,640.0,,2019-02-28
4,GREAT WHITE 2H,24:00:00,120.01,121.0,50.0,140.0,630.0,pluner running in 31min,2019-02-28
5,JAVELINA 1H,24:00:00,33.35,18.0,15.0,200.0,70.0,,2019-02-28
6,MANTA 1H,0:00,0.0,0.0,0.0,60.0,250.0,shut in -frac,2019-02-28
7,REEF 3H,0:00,-0.01,0.0,0.0,200.0,400.0,offset frac.,2019-02-28
8,RIDGEBACK 1H,24:00:00,26.74,8.0,5.0,120.0,60.0,,2019-02-28
9,SEA WASP 2H,24:00:00,41.76,81.0,65.0,100.0,80.0,,2019-02-28
10,STINGRAY 2H,24:00:00,36.75,27.0,38.0,280.0,90.0,,2019-02-28
11,THORNY DEVIL 1H,24:00:00,146.34,226.0,62.0,110.0,500.0,hot oiled flowline,2019-02-28
12,THORNY DEVIL 2H,24:00:00,94.65,200.0,57.0,140.0,610.0,,2019-02-28
13,THORNY DEVIL 3H,24:00:00,33.49,56.0,10.0,150.0,70.0,,2019-02-28
14,WOMBAT 2H,24:00:00,1.68,4.0,67.0,20.0,20.0,put pumping unit back on @ 4pm,2019-02-28
0,CROC 1H,24:00:00,24.94,26.0,27.0,240.0,70.0,,2019-02-27
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in - frac,2019-02-27
2,GOANNA 1H,0:00,0.0,0.0,0.0,2000.0,1500.0,shut in - frac,2019-02-27
3,GREAT WHITE 1H,24:00:00,145.11,209.0,92.0,140.0,640.0,,2019-02-27
4,GREAT WHITE 2H,24:00:00,120.33,129.0,77.0,140.0,630.0,plunger running in 32min,2019-02-27
5,JAVELINA 1H,24:00:00,31.68,18.0,7.0,200.0,70.0,,2019-02-27
6,MANTA 1H,0:00,0.0,0.0,0.0,60.0,210.0,shut in - frac,2019-02-27
7,REEF 3H,0:00,-0.01,0.0,0.0,200.0,0.0,offset frac.,2019-02-27
8,RIDGEBACK 1H,24:00:00,20.05,8.0,5.0,120.0,60.0,,2019-02-27
9,SEA WASP 2H,14:00,31.74,78.0,36.67,60.0,60.0,Pumping unit DOA overvolt reset BOL,2019-02-27
10,STINGRAY 2H,24:00:00,35.08,24.0,35.0,280.0,90.0,,2019-02-27
11,THORNY DEVIL 1H,24:00:00,141.3,208.0,55.0,140.0,500.0,paraffin cut,2019-02-27
12,THORNY DEVIL 2H,24:00:00,83.01,195.0,55.0,160.0,610.0,paraffin cut,2019-02-27
13,THORNY DEVIL 3H,24:00:00,30.88,61.0,12.0,150.0,70.0,chem treated,2019-02-27
14,WOMBAT 2H,24:00:00,3.35,4.0,75.0,20.0,20.0,opened choke to 16,2019-02-27
0,CROC 1H,24:00:00,29.94,22.0,15.0,240.0,70.0,,2019-02-26
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut nin - frac,2019-02-26
2,GOANNA 1H,0:00,0.0,0.0,0.0,1700.0,1100.0,shut in - frac,2019-02-26
3,GREAT WHITE 1H,24:00:00,155.82,214.0,78.0,140.0,640.0,,2019-02-26
4,GREAT WHITE 2H,24:00:00,132.83,123.0,58.0,140.0,630.0,plunger is making 32-34min runs,2019-02-26
5,JAVELINA 1H,24:00:00,30.02,19.0,0.0,200.0,70.0,,2019-02-26
6,MANTA 1H,0:00,0.0,0.0,0.0,50.0,210.0,shut in - frac,2019-02-26
7,REEF 3H,0:00,-0.01,45.0,0.0,200.0,0.0,offset frac.,2019-02-26
8,RIDGEBACK 1H,24:00:00,5.01,9.0,3.0,120.0,60.0,Plug in f/l down stream of heater.,2019-02-26
9,SEA WASP 2H,24:00:00,51.79,104.0,85.33,100.0,70.0,,2019-02-26
10,STINGRAY 2H,24:00:00,30.13,27.0,40.0,280.0,90.0,,2019-02-26
11,THORNY DEVIL 1H,24:00:00,146.29,209.0,47.0,150.0,500.0,,2019-02-26
12,THORNY DEVIL 2H,24:00:00,93.0,198.0,47.0,150.0,610.0,,2019-02-26
13,THORNY DEVIL 3H,24:00:00,30.08,58.0,15.0,150.0,70.0,,2019-02-26
14,WOMBAT 2H,24:00:00,5.02,4.0,78.0,20.0,20.0,,2019-02-26
0,CROC 1H,24:00:00,33.26,26.0,20.0,240.0,70.0,,2019-02-25
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in - frac,2019-02-25
2,GOANNA 1H,0:00,0.0,0.0,0.0,1160.0,20.0,shut in - frac,2019-02-25
3,GREAT WHITE 1H,24:00:00,150.9,203.0,82.0,140.0,640.0,,2019-02-25
4,GREAT WHITE 2H,24:00:00,107.49,110.0,60.0,140.0,630.0,,2019-02-25
5,JAVELINA 1H,24:00:00,26.68,19.0,10.0,200.0,70.0,,2019-02-25
6,MANTA 1H,0:00,0.0,0.0,0.0,50.0,210.0,shut in - frac,2019-02-25
7,REEF 3H,0:00,0.0,45.0,0.0,200.0,0.0,offset frac,2019-02-25
8,RIDGEBACK 1H,24:00:00,18.38,8.0,7.0,120.0,60.0,,2019-02-25
9,SEA WASP 2H,24:00:00,71.84,114.0,105.0,180.0,160.0,,2019-02-25
10,STINGRAY 2H,24:00:00,24.34,24.0,40.0,280.0,90.0,Gas Locked. Pumped/Surged,2019-02-25
11,THORNY DEVIL 1H,24:00:00,145.9,220.0,53.0,160.0,500.0,,2019-02-25
12,THORNY DEVIL 2H,24:00:00,98.02,208.0,54.0,180.0,610.0,,2019-02-25
13,THORNY DEVIL 3H,24:00:00,30.08,56.0,10.0,150.0,70.0,,2019-02-25
14,WOMBAT 2H,24:00:00,3.34,4.0,72.0,20.0,20.0,,2019-02-25
0,CROC 1H,24:00:00,31.7,26.0,22.0,240.0,70.0,,2019-02-24
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in - frac,2019-02-24
2,GOANNA 1H,0:00,0.0,0.0,0.0,400.0,20.0,shut in - frac,2019-02-24
3,GREAT WHITE 1H,24:00:00,157.99,187.0,80.0,140.0,640.0,,2019-02-24
4,GREAT WHITE 2H,24:00:00,103.33,94.0,57.0,140.0,630.0,"set plunger back to 45 on, 5 off, & 5 afterflow",2019-02-24
5,JAVELINA 1H,24:00:00,27.93,20.0,12.0,200.0,70.0,,2019-02-24
6,MANTA 1H,0:00,0.0,0.0,0.0,50.0,190.0,shut in - frac,2019-02-24
7,REEF 3H,0:00,0.0,45.0,0.0,200.0,0.0,offset frac,2019-02-24
8,RIDGEBACK 1H,24:00:00,20.05,9.0,8.0,120.0,60.0,,2019-02-24
9,SEA WASP 2H,24:00:00,15.04,21.0,153.33,40.0,250.0,,2019-02-24
10,STINGRAY 2H,2:00,31.97,26.0,50.0,280.0,90.0,,2019-02-24
11,THORNY DEVIL 1H,24:00:00,146.48,223.0,52.0,130.0,490.0,,2019-02-24
12,THORNY DEVIL 2H,24:00:00,88.41,211.0,58.0,160.0,610.0,,2019-02-24
13,THORNY DEVIL 3H,24:00:00,28.41,59.0,12.0,150.0,70.0,,2019-02-24
14,WOMBAT 2H,24:00:00,3.34,4.0,85.0,20.0,20.0,,2019-02-24
0,CROC 1H,24:00:00,38.26,22.0,5.0,240.0,70.0,,2019-02-23
1,GALAH 3H,0:00,0.0,0.0,0.0,140.0,0.0,shut in - frac,2019-02-23
2,GOANNA 1H,0:00,0.0,0.0,0.0,250.0,20.0,shut in - frac,2019-02-23
3,GREAT WHITE 1H,24:00:00,138.33,187.0,92.0,140.0,640.0,,2019-02-23
4,GREAT WHITE 2H,24:00:00,96.66,99.0,52.0,140.0,600.0,,2019-02-23
5,JAVELINA 1H,24:00:00,35.03,21.0,10.0,200.0,70.0,,2019-02-23
6,MANTA 1H,0:00,0.0,0.0,0.0,50.0,180.0,shut in - frac,2019-02-23
7,REEF 3H,0:00,0.0,0.0,0.0,180.0,0.0,offset frac,2019-02-23
8,RIDGEBACK 1H,24:00:00,25.06,9.0,5.0,120.0,60.0,,2019-02-23
9,SEA WASP 2H,10:00,20.06,12.0,105.0,40.0,0.0,Injected 140 hot water on casing casing on vaccum,2019-02-23
10,STINGRAY 2H,24:00:00,40.09,28.0,40.0,280.0,90.0,,2019-02-23
11,THORNY DEVIL 1H,24:00:00,145.4,222.0,50.0,120.0,490.0,,2019-02-23
12,THORNY DEVIL 2H,24:00:00,117.9,206.0,72.0,150.0,620.0,,2019-02-23
13,THORNY DEVIL 3H,24:00:00,31.94,4.0,40.0,150.0,70.0,Recoverig Wtr from H/O,2019-02-23
14,WOMBAT 2H,24:00:00,3.35,4.0,75.0,20.0,20.0,,2019-02-23
0,CROC 1H,24:00:00,29.94,33.0,32.0,240.0,70.0,,2019-02-22
1,GALAH 3H,0:00,0.0,0.0,0.0,130.0,0.0,shut in - frac,2019-02-22
2,GOANNA 1H,0:00,0.0,0.0,0.0,250.0,20.0,shut in - frac,2019-02-22
3,GREAT WHITE 1H,24:00:00,165.94,193.0,78.0,140.0,640.0,,2019-02-22
4,GREAT WHITE 2H,20:00,91.42,105.0,30.0,140.0,600.0,,2019-02-22
5,JAVELINA 1H,24:00:00,28.34,21.0,10.0,200.0,70.0,,2019-02-22
6,MANTA 1H,0:00,0.0,0.0,0.0,50.0,170.0,shut in - frac,2019-02-22
7,REEF 3H,0:00,0.0,0.0,0.0,180.0,0.0,offset frac,2019-02-22
8,RIDGEBACK 1H,24:00:00,20.09,9.0,8.0,120.0,60.0,,2019-02-22
9,SEA WASP 2H,14:00,0.0,4.0,0.0,0.0,0.0,Bled down tubing and casing to tank left open for W/O rig,2019-02-22
10,STINGRAY 2H,24:00:00,30.07,26.0,45.0,280.0,90.0,,2019-02-22
11,THORNY DEVIL 1H,24:00:00,137.99,203.0,50.0,130.0,500.0,,2019-02-22
12,THORNY DEVIL 2H,24:00:00,67.7,183.0,35.0,220.0,650.0,Flowline clogging up. Hot Oil and Chem Treat scheduled.,2019-02-22
13,THORNY DEVIL 3H,24:00:00,30.08,4.0,20.0,150.0,70.0,,2019-02-22
14,WOMBAT 2H,24:00:00,3.35,4.0,80.0,20.0,20.0,,2019-02-22
0,CROC 1H,24:00:00,26.61,23.0,29.0,240.0,70.0,,2019-02-21
1,GALAH 3H,0:00,0.0,0.0,0.0,80.0,0.0,shut in - frac,2019-02-21
2,GOANNA 1H,0:00,0.0,0.0,0.0,0.0,0.0,shut in - frac,2019-02-21
3,GREAT WHITE 1H,24:00:00,140.9,197.0,57.0,150.0,700.0,,2019-02-21
4,GREAT WHITE 2H,24:00:00,91.67,94.0,42.0,600.0,770.0,well si low sep. press.,2019-02-21
5,JAVELINA 1H,24:00:00,26.68,19.0,12.0,200.0,70.0,,2019-02-21
6,MANTA 1H,0:00,0.0,0.0,0.0,50.0,120.0,shut in - frac,2019-02-21
7,REEF 3H,0:00,0.0,45.0,0.0,180.0,0.0,offset frac,2019-02-21
8,RIDGEBACK 1H,24:00:00,20.4,8.0,7.0,120.0,60.0,,2019-02-21
9,SEA WASP 2H,6:00,0.0,32.0,0.0,100.0,144.0,SHUT IN FOR OFFSET FRAC,2019-02-21
10,STINGRAY 2H,24:00:00,38.43,26.0,40.0,280.0,90.0,,2019-02-21
11,THORNY DEVIL 1H,24:00:00,150.71,207.0,45.0,140.0,500.0,paraffin cut,2019-02-21
12,THORNY DEVIL 2H,24:00:00,84.69,190.0,45.0,160.0,630.0,,2019-02-21
13,THORNY DEVIL 3H,24:00:00,30.08,58.0,13.0,150.0,70.0,,2019-02-21
14,WOMBAT 2H,24:00:00,3.35,4.0,80.0,20.0,20.0,,2019-02-21
0,CROC 1H,24:00:00,38.25,10.0,18.0,240.0,70.0,,2019-02-20
1,GALAH 3H,0:00,8.17,0.0,0.0,80.0,0.0,shut in - frac,2019-02-20
2,GOANNA 1H,0:00,0.0,0.0,0.0,0.0,0.0,shut iin - frac,2019-02-20
3,GREAT WHITE 1H,24:00:00,159.99,281.0,82.0,160.0,700.0,,2019-02-20
4,GREAT WHITE 2H,24:00:00,103.17,48.0,53.0,150.0,640.0,,2019-02-20
5,JAVELINA 1H,24:00:00,30.01,21.0,15.0,200.0,70.0,,2019-02-20
6,MANTA 1H,0:00,0.0,0.0,0.0,50.0,80.0,shut in - frac,2019-02-20
7,REEF 3H,0:00,0.0,45.0,0.0,140.0,80.0,,2019-02-20
8,RIDGEBACK 1H,24:00:00,21.72,8.0,9.0,120.0,60.0,,2019-02-20
9,SEA WASP 2H,0:00,0.0,0.0,0.0,100.0,770.0,SHUT IN FOR OFFSET FRAC,2019-02-20
10,STINGRAY 2H,24:00:00,40.1,25.0,43.0,280.0,90.0,,2019-02-20
11,THORNY DEVIL 1H,24:00:00,136.32,199.0,55.0,130.0,500.0,,2019-02-20
12,THORNY DEVIL 2H,24:00:00,89.83,185.0,50.0,120.0,630.0,,2019-02-20
13,THORNY DEVIL 3H,24:00:00,30.08,55.0,13.0,150.0,70.0,,2019-02-20
14,WOMBAT 2H,24:00:00,3.35,13.0,90.0,20.0,20.0,,2019-02-20
0,CROC 1H,24:00:00,34.92,22.0,22.0,240.0,70.0,,2019-02-19
1,GALAH 3H,0:00,0.0,8.0,0.0,225.0,80.0,shut in - frac,2019-02-19
2,GOANNA 1H,0:00,0.0,0.0,0.0,0.0,0.0,shut in - frac,2019-02-19
3,GREAT WHITE 1H,24:00:00,160.6,223.0,89.0,150.0,700.0,,2019-02-19
4,GREAT WHITE 2H,24:00:00,107.5,160.0,42.0,180.0,630.0,"Choke opend to 48. Plunger back on 45 on, 5 off, 5 afterflow",2019-02-19
5,JAVELINA 1H,24:00:00,35.73,20.0,10.0,200.0,70.0,,2019-02-19
6,MANTA 1H,2:00,13.95,18.0,0.0,20.0,80.0,shut in - frac,2019-02-19
7,REEF 3H,10:00,14.96,49.0,5.0,140.0,80.0,,2019-02-19
8,RIDGEBACK 1H,24:00:00,20.05,9.0,13.0,120.0,60.0,,2019-02-19
9,SEA WASP 2H,0:00,0.0,0.0,0.0,100.0,750.0,SHUT IN FOR OFFSET FRAC,2019-02-19
10,STINGRAY 2H,24:00:00,39.23,26.0,45.0,280.0,90.0,,2019-02-19
11,THORNY DEVIL 1H,24:00:00,139.35,203.0,43.0,130.0,500.0,,2019-02-19
12,THORNY DEVIL 2H,24:00:00,96.31,191.0,50.0,120.0,630.0,,2019-02-19
13,THORNY DEVIL 3H,24:00:00,28.41,57.0,12.0,150.0,70.0,,2019-02-19
14,WOMBAT 2H,24:00:00,3.35,4.0,82.0,20.0,20.0,,2019-02-19
0,CROC 1H,24:00:00,29.95,12.0,10.0,240.0,70.0,,2019-02-18
1,GALAH 3H,24:00:00,71.95,93.0,32.0,225.0,80.0,shsut in frac,2019-02-18
2,GOANNA 1H,0:00,4.91,0.0,0.0,0.0,0.0,shut in - frac,2019-02-18
3,GREAT WHITE 1H,24:00:00,165.3,184.0,84.0,160.0,700.0,,2019-02-18
4,GREAT WHITE 2H,20:00,99.51,127.0,28.0,900.0,800.0,well shut in low sep. press. BOL/ set plunger for 48hr on time till settles back out setting were 45min on 5min off,2019-02-18
5,JAVELINA 1H,24:00:00,25.03,21.0,11.0,200.0,70.0,,2019-02-18
6,MANTA 1H,24:00:00,50.51,85.0,14.0,200.0,80.0,,2019-02-18
7,REEF 3H,24:00:00,51.56,49.0,15.0,140.0,80.0,,2019-02-18
8,RIDGEBACK 1H,24:00:00,26.73,9.0,7.0,120.0,60.0,,2019-02-18
9,SEA WASP 2H,0:00,0.0,0.0,0.0,100.0,735.0,SHUT IN FOR OFFSET FRAC,2019-02-18
10,STINGRAY 2H,24:00:00,31.76,25.0,48.0,280.0,90.0,,2019-02-18
11,THORNY DEVIL 1H,24:00:00,140.23,226.0,48.0,130.0,500.0,,2019-02-18
12,THORNY DEVIL 2H,24:00:00,102.24,213.0,60.0,120.0,630.0,,2019-02-18
13,THORNY DEVIL 3H,24:00:00,29.74,71.0,12.0,150.0,70.0,,2019-02-18
14,WOMBAT 2H,24:00:00,1.68,4.0,88.0,20.0,20.0,,2019-02-18
0,CROC 1H,24:00:00,40.01,36.0,20.0,240.0,70.0,,2019-02-17
1,GALAH 3H,24:00:00,70.31,90.0,28.0,225.0,80.0,,2019-02-17
2,GOANNA 1H,0:00,0.0,0.0,0.0,0.0,0.0,shut in - frac,2019-02-17
3,GREAT WHITE 1H,24:00:00,167.34,214.0,94.0,150.0,700.0,,2019-02-17
4,GREAT WHITE 2H,24:00:00,130.11,163.0,70.0,100.0,630.0,running in 27min 15sec AVG,2019-02-17
5,JAVELINA 1H,24:00:00,30.01,22.0,15.0,200.0,70.0,,2019-02-17
6,MANTA 1H,24:00:00,48.13,75.0,11.0,200.0,80.0,,2019-02-17
7,REEF 3H,24:00:00,50.45,4.0,15.0,140.0,80.0,,2019-02-17
8,RIDGEBACK 1H,24:00:00,21.72,4.0,11.0,120.0,60.0,,2019-02-17
9,SEA WASP 2H,0:00,0.0,0.0,0.0,100.0,713.0,SHUT IN FOR OFFSET FRAC,2019-02-17
10,STINGRAY 2H,24:00:00,38.44,26.0,50.0,280.0,90.0,,2019-02-17
11,THORNY DEVIL 1H,24:00:00,140.89,236.0,45.0,130.0,500.0,,2019-02-17
12,THORNY DEVIL 2H,24:00:00,109.6,223.0,65.0,120.0,630.0,,2019-02-17
13,THORNY DEVIL 3H,24:00:00,30.08,4.0,7.0,150.0,70.0,,2019-02-17
14,WOMBAT 2H,24:00:00,3.35,4.0,85.0,20.0,20.0,,2019-02-17
0,CROC 1H,24:00:00,28.99,30.0,20.0,240.0,70.0,,2019-02-16
1,GALAH 3H,24:00:00,66.84,93.0,25.0,225.0,80.0,,2019-02-16
2,GOANNA 1H,18:00,21.75,1.0,3.0,0.0,0.0,shut in - frac,2019-02-16
3,GREAT WHITE 1H,24:00:00,202.32,205.0,43.0,150.0,700.0,transfered 40bbls oil from WT to OT2,2019-02-16
4,GREAT WHITE 2H,24:00:00,123.45,156.0,68.0,100.0,630.0,plunger making 28min runs,2019-02-16
5,JAVELINA 1H,24:00:00,33.35,22.0,16.0,200.0,70.0,,2019-02-16
6,MANTA 1H,24:00:00,47.42,77.0,11.0,200.0,80.0,,2019-02-16
7,REEF 3H,24:00:00,51.6,4.0,10.0,140.0,80.0,,2019-02-16
8,RIDGEBACK 1H,24:00:00,21.72,9.0,8.0,120.0,60.0,,2019-02-16
9,SEA WASP 2H,0:00,0.0,0.0,0.0,100.0,693.0,SHUT IN FOR OFFSET FRAC,2019-02-16
10,STINGRAY 2H,24:00:00,41.79,27.0,57.0,280.0,90.0,,2019-02-16
11,THORNY DEVIL 1H,24:00:00,139.89,241.0,45.0,130.0,500.0,,2019-02-16
12,THORNY DEVIL 2H,24:00:00,104.63,226.0,60.0,120.0,630.0,,2019-02-16
13,THORNY DEVIL 3H,24:00:00,25.12,71.0,8.0,150.0,70.0,,2019-02-16
14,WOMBAT 2H,24:00:00,1.68,4.0,80.0,20.0,20.0,,2019-02-16
0,CROC 1H,24:00:00,39.91,27.0,18.0,240.0,70.0,,2019-02-15
1,GALAH 3H,24:00:00,63.99,89.0,20.0,225.0,80.0,,2019-02-15
2,GOANNA 1H,24:00:00,43.49,59.0,10.0,220.0,100.0,,2019-02-15
3,GREAT WHITE 1H,24:00:00,161.67,201.0,82.0,150.0,700.0,,2019-02-15
4,GREAT WHITE 2H,24:00:00,123.34,152.0,60.0,120.0,630.0,plunger running in 27min40sec,2019-02-15
5,JAVELINA 1H,24:00:00,28.35,23.0,16.0,200.0,70.0,,2019-02-15
